time	T1	T2	T3	T4	T5	T6	P
0.18001294136047363	53.758243303074394	26.95272690371481	4.165283203125	40.742431640625	-1	-1	
0.4155251979827881	53.72783232938854	26.95272690371481	4.648681640624999	41.225830078125	-1	-1	
0.6045539379119873	53.648763797805316	26.95272690371481	3.22265625	42.99829101562499	-1	-1	
0.7845430374145508	53.65788708991107	26.95272690371481	4.27001953125	41.81396484374999	-1	-1	
0.9645576477050781	53.70958574517703	26.95272690371481	3.46435546875	40.307373046875	-1	-1	
1.144554615020752	53.71870903728278	26.95272690371481	3.4401855468749996	40.742431640625	-1	-1	
1.324561357498169	53.819065250446094	26.95272690371481	3.085693359375	40.17846679687499	-1	-1	
1.5045595169067383	53.65788708991107	26.95272690371481	2.3364257812499996	40.95190429687499	-1	-1	
1.6845638751983643	53.50583222148181	26.95272690371481	3.649658203125	41.41113281249999	-1	-1	
1.8657135963439941	53.59706514253937	26.95272690371481	3.8671874999999996	40.25903320312499	-1	-1	
2.045724868774414	53.70958574517703	26.95272690371481	4.245849609375	41.16943359375	-1	-1	
2.225682020187378	53.62747611622521	26.95272690371481	3.1179199218749996	40.146240234375	-1	-1	
2.414717197418213	53.557530876747755	26.95272690371481	3.649658203125	40.22680664062499	-1	-1	
2.5946481227874756	53.50583222148181	26.95272690371481	3.9477539062500004	40.68603515624999	-1	-1	
2.774688720703125	53.50583222148181	26.95272690371481	3.649658203125	40.98413085937499	-1	-1	
2.955655097961426	53.66701038201683	26.95272690371481	3.5690917968749996	41.113037109375	-1	-1	
3.1356310844421387	54.57742055392235	26.95272690371481	5.051513671875	41.35473632812499	-1	-1	
3.315664291381836	56.939169685661014	26.95272690371481	4.10888671875	40.60546875	-1	-1	
3.4955990314483643	60.143954850646686	26.95272690371481	3.7060546874999996	39.79980468749999	-1	-1	
3.675651788711548	63.991290088549384	26.95272690371481	4.189453125	40.017333984375	-1	-1	
3.8556671142578125	68.2338758924949	26.95272690371481	3.327392578125	40.790771484375	-1	-1	
4.035598993301392	73.40926131428974	26.95272690371481	4.27001953125	40.36376953124999	-1	-1	
4.224676609039307	78.62760000392107	26.95272690371481	2.7634277343749996	40.903564453125	-1	-1	
4.404643774032593	84.2504046435743	26.95272690371481	4.245849609375	41.225830078125	-1	-1	
4.584672212600708	89.91778977385466	26.95272690371481	5.180419921874999	40.871337890625	-1	-1	
4.764669895172119	96.3992198413506	26.95272690371481	3.3837890625	40.307373046875	-1	-1	
4.944677114486694	102.59685334862023	26.95272690371481	3.8430175781249996	40.7666015625	-1	-1	
5.124664783477783	109.31755560328652	26.95272690371481	5.373779296875	39.79980468749999	-1	-1	
5.305659294128418	116.01399054395795	26.95272690371481	2.6828613281249996	43.0224609375	-1	-1	
5.485652446746826	122.73481572853177	26.95272690371481	3.9719238281249996	39.23583984375	-1	-1	
5.665658235549927	129.86608691226922	26.95272690371481	4.294189453125	41.25	-1	-1	
5.8468708992004395	137.0787986980606	26.95272690371481	4.43115234375	40.36376953124999	-1	-1	
6.0358076095581055	144.16896170195199	26.95272690371481	4.455322265625	40.98413085937499	-1	-1	
